display_name,pdl_name,website,type
PC Age Career Institute,pc age career institute,www.pcage.edu/,post-secondary
American Academy Of Dramatic Arts-Los Angeles,american academy of dramatic arts-los angeles,www.aada.edu/,post-secondary
Academy Of Natural Therapy Inc,academy of natural therapy inc,www.natural-therapy.com/,post-secondary
Florida School Of Massage,florida school of massage,floridaschoolofmassage.com/,post-secondary
Concorde Career Institute-Jacksonville,concorde career institute-jacksonville,https://www.concorde.edu/campus/jacksonville-florida,post-secondary
Hobe Sound Bible College,hobe sound bible college,www.hsbc.edu/,post-secondary
Carnegie Institute,carnegie institute,https://www.carnegie-institute.edu/,post-secondary
Leech Lake Tribal College,leech lake tribal college,www.lltc.edu/,post-secondary
Mars Hill University,mars hill university,www.mhu.edu/,post-secondary
Illinois College Of Optometry,illinois college of optometry,www.ico.edu/,post-secondary
Suny Buffalo State,suny buffalo state,suny.buffalostate.edu/,post-secondary
Gratz College,gratz college,https://www.gratz.edu/,post-secondary
Massachusetts Maritime Academy,massachusetts maritime academy,https://www.maritime.edu/,post-secondary
Lake-Sumter State College,lake-sumter state college,www.lssc.edu/,post-secondary
Purdue University Northwest,purdue university northwest,www.pnw.edu/,post-secondary
Ottawa University-Surprise,ottawa university-surprise,www.ottawa.edu/ouaz/home/,post-secondary
Women's Institute Of Torah Seminary And College,women's institute of torah seminary and college,www.wits.edu/,post-secondary
Medical Career College,medical career college,https://medicalcareercollege.us,post-secondary
Careers Institute Of America,careers institute of america,www.careers-ins.com/,post-secondary
Idaho College Of Osteopathic Medicine,idaho college of osteopathic medicine,https://www.idahocom.org/,post-secondary
Guidance College,guidance college,www.guidancecollege.org/,post-secondary
Faith Theological Seminary And Christian College,faith theological seminary and christian college,www.ftscc.org/,post-secondary
Hackensack Meridian School Of Medicine,hackensack meridian school of medicine,www.hmsom.org/,post-secondary
Westchester School For Dental Assistant,westchester school for dental assistant,dentaltrainingwp.com/,post-secondary
Cuny Bernard M Baruch College,cuny bernard m baruch college,www.baruch.cuny.edu/,post-secondary
Theatre Of Arts,theatre of arts,www.toa.edu/,post-secondary
Cankdeska Cikana Community College,cankdeska cikana community college,www.littlehoop.edu/,post-secondary
University Of The People,university of the people,uopeople.edu/,post-secondary
Denison University,denison university,https://www.denison.edu/,post-secondary
New York Institute Of Technology,new york institute of technology,www.nyit.edu/,post-secondary
Cleveland University-Kansas City,cleveland university-kansas city,www.cleveland.edu/,post-secondary
Apollo Career Center,apollo career center,https://www.apollocareercenter.com/adult-education/,post-secondary
Bowling Green State University-Main Campus,bowling green state university-main campus,www.bgsu.edu/,post-secondary
University Of Mary Washington,university of mary washington,www.umw.edu/,post-secondary
Palm Beach Atlantic University,palm beach atlantic university,www.pba.edu/,post-secondary
Eastern Michigan University,eastern michigan university,www.emich.edu/,post-secondary
Rabbinical Seminary Of America,rabbinical seminary of america,www.rabbinical.org/,post-secondary
Lackawanna College,lackawanna college,www.lackawanna.edu/,post-secondary
Mountainland Technical College,mountainland technical college,https://mtec.edu/,post-secondary
Salt Lake Community College,salt lake community college,www.slcc.edu/,post-secondary
Mahoning County Career And Technical Center,mahoning county career and technical center,mahoningctc.com/mcctc-adult-career-center/,post-secondary
Oakton Community College,oakton community college,www.oakton.edu/,post-secondary
Midwestern University-Downers Grove,midwestern university-downers grove,https://www.midwestern.edu/,post-secondary
Francis Marion University,francis marion university,www.fmarion.edu/,post-secondary
Roane-Jackson Technical Center,roane-jackson technical center,www.rjtcwv.com/,post-secondary
Nuvani Institute,nuvani institute,www.nuvani.edu/,post-secondary
Muskingum University,muskingum university,www.muskingum.edu/,post-secondary
Healthcare Training Institute,healthcare training institute,healthcaretraininginstitutenola.net/,post-secondary
California Lutheran University,california lutheran university,www.callutheran.edu/,post-secondary
United States Coast Guard Academy,united states coast guard academy,https://www.uscga.edu/,post-secondary
More Tech Institute,more tech institute,moretechinstitute.edu/,post-secondary
Concordia University-Chicago,concordia university chicago,www.cuchicago.edu/,post-secondary
Union University,union university,www.uu.edu/,post-secondary
Butler University,butler university,www.butler.edu/,post-secondary
Career Center Of Southern Illinois,career center of southern illinois,www.gotoccsi.org/,post-secondary
University Of Connecticut-Avery Point,university of connecticut-avery point,averypoint.uconn.edu/,post-secondary
Empire Beauty School-Michigan,empire beauty school-michigan,www.empire.edu/,post-secondary
Holy Cross College,holy cross college,www.hcc-nd.edu/,post-secondary
Columbia Central University-Caguas,columbia central university-caguas,www.columbiacentral.edu/,post-secondary
New Jersey Institute Of Technology,new jersey institute of technology,www.njit.edu/,post-secondary
Salish Kootenai College,salish kootenai college,www.skc.edu/,post-secondary
College Of Hair Design-Downtown,college of hair design-downtown,collegeofhairdesign.com/,post-secondary
Okaloosa Technical College,okaloosa technical college,www.otcollege.net/,post-secondary
Eastern Nazarene College,eastern nazarene college,www.enc.edu/,post-secondary
Edward Waters College,edward waters college,www.ewc.edu/,post-secondary
Moler-Pickens Beauty Academy,moler-pickens beauty academy,molerhollywood.com/,post-secondary
Angeles Institute,angeles institute,www.angelesinstitute.edu/,post-secondary
Spalding University,spalding university,https://www.spalding.edu/,post-secondary
St Francis Medical Center-School Of Radiologic Technology,st francis medical center-school of radiologic technology,www.stfrancismedical.org/Education/School-of-Radiologic-Technology.aspx,post-secondary
Signature Healthcare Brockton Hospital School Of Nursing,signature healthcare brockton hospital school of nursing,www.bhson.org/,post-secondary
Plaza College,plaza college,www.plazacollege.edu/,post-secondary
New York School For Medical And Dental Assistants,new york school for medical and dental assistants,nysmda.com/,post-secondary
Cameo College Of Essential Beauty,cameo college of essential beauty,www.cameocollege.com/,post-secondary
University Of Alabama System Office,university of alabama system office,www.uasystem.edu/,post-secondary
Louisiana State University,louisiana state university,www.lsua.edu/,post-secondary
Louisiana State University-Alexandria,louisiana state university-alexandria,www.lsua.edu/,post-secondary
Liberty University,liberty university,www.liberty.edu/,post-secondary
Flagler College,flagler college,https://www.flagler.edu/,post-secondary
St Luke's College,st luke's college,www.stlukescollege.edu/,post-secondary
Texas A & M University-System Office,texas a & m university-system office,tamus.edu/,post-secondary
Institute Of Technology,institute of technology,www.iot.edu/,post-secondary
Culpeper Cosmetology Training Center,culpeper cosmetology training center,www.culpepercosmetology.com/,post-secondary
Career Beauty College,career beauty college,www.cbclburg.com/,post-secondary
Mt Hood Community College,mt hood community college,www.mhcc.edu/,post-secondary
Texas Chiropractic College Foundation Inc,texas chiropractic college foundation inc,www.txchiro.edu/,post-secondary
Trinity University,trinity university,https://new.trinity.edu/,post-secondary
Ursinus College,ursinus college,www.ursinus.edu/,post-secondary
Spokane Falls Community College,spokane falls community college,https://sfcc.spokane.edu/,post-secondary
Emory & Henry College,emory & henry college,www.ehc.edu/,post-secondary
John Tyler Community College,john tyler community college,https://jtcc.edu/,post-secondary
California State University Maritime Academy,california state university maritime academy,https://www.csum.edu/,post-secondary
Berkeley City College,berkeley city college,www.berkeleycitycollege.edu/wp/,post-secondary
Academy Of Esthetics And Cosmetology,academy of esthetics and cosmetology,www.aecosmetology.com/,post-secondary
Hope International University,hope international university,www.hiu.edu/,post-secondary
Northeastern Junior College,northeastern junior college,www.njc.edu/,post-secondary
American Jewish University,american jewish university,www.aju.edu/,post-secondary
Southeastern Community College,southeastern community college,www.scciowa.edu/,post-secondary
Emporia State University,emporia state university,www.emporia.edu/,post-secondary
Athenaeum Of Ohio,athenaeum of ohio,www.athenaeum.edu/,post-secondary
Southwestern Christian University,southwestern christian university,www.swcu.edu/,post-secondary
Saint Vincent College,saint vincent college,https://www.stvincent.edu/,post-secondary
"Center For Instruction, Technology & Innovation","center for instruction, technology & innovation",www.citiboces.org/adulteducation,post-secondary
American Academy Of Dramatic Arts,american academy of dramatic arts,www.aada.edu/,post-secondary
Circle In The Square Theatre School,circle in the square theatre school,www.circlesquare.org/,post-secondary
The Academy Of Hair Design Six,the academy of hair design six,www.academyofhair.com/,post-secondary
Estes Institute Of Cosmetology Arts And Science,estes institute of cosmetology arts and science,www.estescosmetology.com/,post-secondary
Newberry School Of Beauty,newberry school of beauty,www.newberryschoolofbeauty.net/,post-secondary
University Of The Southwest,university of the southwest,www.usw.edu/,post-secondary
Northwest Technical College,northwest technical college,https://www.ntcmn.edu/,post-secondary
Bryan College-Dayton,bryan college-dayton,www.bryan.edu/,post-secondary
North Central Institute,north central institute,www.nci.edu/,post-secondary
Montessori Education Center Of The Rockies,montessori education center of the rockies,www.mecr.edu/,post-secondary
Niagara County Community College,niagara county community college,www.niagaracc.suny.edu/,post-secondary
American Fitness And Nutrition Academy,american fitness and nutrition academy,afna.edu/,post-secondary
Winonah's International School Of Cosmetology,winonah's international school of cosmetology,www.winonah.net/,post-secondary
Yeshivat Hechal Shemuel,yeshivat hechal shemuel,hechalshemuel.com,post-secondary
Fontbonne University,fontbonne university,https://www.fontbonne.edu/,post-secondary
Bridgewater College,bridgewater college,https://www.bridgewater.edu/,post-secondary
Saint Michael College Of Allied Health,saint michael college of allied health,https://www.smcah.edu/,post-secondary
San Francisco Film School,san francisco film school,www.filmschoolsf.com/,post-secondary
Lincoln Land Community College,lincoln land community college,www.llcc.edu/,post-secondary
Tri-Rivers Career Center,tri-rivers career center,www.tririvers.com/,post-secondary
Mid-State Technical College,mid-state technical college,www.mstc.edu/,post-secondary
Academy Of Art University,academy of art university,www.academyart.edu/,post-secondary
Ridge Technical College,ridge technical college,www.ridge.edu/,post-secondary
Stanford University,stanford university,www.stanford.edu/,post-secondary
Northeast Technology Center,northeast technology center,www.netech.edu/,post-secondary
Williamsburg Technical College,williamsburg technical college,www.wiltech.edu/,post-secondary
Jna Institute Of Culinary Arts,jna institute of culinary arts,www.culinaryarts.edu/,post-secondary
Lander University,lander university,https://www.lander.edu/,post-secondary
Depauw University,depauw university,www.depauw.edu/,post-secondary
Berks Career & Technology Center,berks career & technology center,www.berkscareer.com/,post-secondary
Ashtabula County Technical And Career Campus,ashtabula county technical and career campus,www.atech.edu/,post-secondary
Arrojo Cosmetology School,arrojo cosmetology school,www.arrojocosmetology.com/,post-secondary
Catholic Distance University,catholic distance university,https://cdu.edu/,post-secondary
Lee University,lee university,www.leeuniversity.edu/,post-secondary
Monongalia County Technical Education Center,monongalia county technical education center,https://mtec.mono.k12.wv.us/18/home,post-secondary
West Kentucky Community And Technical College,west kentucky community and technical college,https://westkentucky.kctcs.edu/,post-secondary
Butte College,butte college,www.butte.edu/,post-secondary
National Career College,national career college,www.nccusa.edu/,post-secondary
John Brown University,john brown university,www.jbu.edu/,post-secondary
Central Washington University,central washington university,www.cwu.edu/,post-secondary
Charlotte Technical College,charlotte technical college,www.charlottetechcollege.net/,post-secondary
Florida Gateway College,florida gateway college,https://www.fgc.edu/,post-secondary
Chesapeake College,chesapeake college,https://www.chesapeake.edu/,post-secondary
Board Of Trustees-Mississippi State Institutions Of Higher Learning,board of trustees-mississippi state institutions of higher learning,www.mississippi.edu/,post-secondary
Blackfeet Community College,blackfeet community college,bfcc.edu/,post-secondary
Sandhills Community College,sandhills community college,www.sandhills.edu/,post-secondary
University System Of Maryland-Research Centers,university system of maryland-research centers,www.usmd.edu/,post-secondary
Forbes Road Career And Technology Center,forbes road career and technology center,www.forbesroad.com/,post-secondary
Rocky Vista University,rocky vista university,www.rvu.edu/,post-secondary
Carsten Institute Of Cosmetology,carsten institute of cosmetology,carsten.edu/,post-secondary
Highlights Beauty Schools,highlights beauty schools,https://genejuarezacademy.edu/,post-secondary
Tompkins Cortland Community College,tompkins cortland community college,www.tompkinscortland.edu/,post-secondary
Hastings College,hastings college,www.hastings.edu/,post-secondary
Bellevue University,bellevue university,www.bellevue.edu/,post-secondary
Jean Madeline Aveda Institute,jean madeline aveda institute,jeanmadeline.edu/,post-secondary
Touro University California,touro university california,www.tu.edu/,post-secondary
Shasta School Of Cosmetology,shasta school of cosmetology,www.shastaschoolofcosmetology.com/,post-secondary
Northwest Kansas Technical College,northwest kansas technical college,www.nwktc.edu/,post-secondary
Maryland University Of Integrative Health,maryland university of integrative health,www.muih.edu/,post-secondary
Boston Baptist College,boston baptist college,boston.edu/,post-secondary
American Sentinel University,american sentinel university,www.americansentinel.edu/,post-secondary
University Of Maine At Augusta,university of maine at augusta,www.uma.edu/,post-secondary
University Of Southern Maine,university of southern maine,www.usm.maine.edu/,post-secondary
Portland Community College,portland community college,www.pcc.edu/,post-secondary
Holy Family University,holy family university,https://www.holyfamily.edu/,post-secondary
Arizona Christian University,arizona christian university,arizonachristian.edu/,post-secondary
Mendocino College,mendocino college,www.mendocino.edu/,post-secondary
Tennessee College Of Applied Technology-Mcminnville,tennessee college of applied technology-mcminnville,tcatmcminnville.edu/,post-secondary
Universal Technology College Of Puerto Rico,universal technology college of puerto rico,www.unitecpr.edu/,post-secondary
Compton College,compton college,www.compton.edu/,post-secondary
Los Angeles Trade Technical College,los angeles trade technical college,www.lattc.edu/,post-secondary
Northwest Iowa Community College,northwest iowa community college,www.nwicc.edu/,post-secondary
Trevecca Nazarene University,trevecca nazarene university,https://www.trevecca.edu/,post-secondary
Alabama State University,alabama state university,www.alasu.edu/,post-secondary
Christopher Newport University,christopher newport university,cnu.edu/,post-secondary
The School Of Architecture,the school of architecture,https://theschoolofarchitecture.edu/,post-secondary
Yeshivas Be'Er Yitzchok,yeshivas be'er yitzchok,https://yeshivasbeeryitzchok.org/,post-secondary
Center For Natural Wellness School Of Massage Therapy,center for natural wellness school of massage therapy,NOT AVAILABLE,post-secondary
Blue Cliff College-Alexandria,blue cliff college-alexandria,bluecliffcollege.edu/,post-secondary
Saint Cloud State University,saint cloud state university,https://www.stcloudstate.edu/,post-secondary
Research College Of Nursing,research college of nursing,researchcollege.edu/,post-secondary
Beaufort County Community College,beaufort county community college,www.beaufortccc.edu/,post-secondary
University Of Central Florida,university of central florida,www.ucf.edu/,post-secondary
Ms Roberts Academy Of Beauty Culture,ms roberts academy of beauty culture,www.msroberts-academy.com/,post-secondary
Cannella School Of Hair Design-Villa Park,cannella school of hair design-villa park,cannellabeautyschools.com/,post-secondary
Don Roberts School Of Hair Design,don roberts school of hair design,www.donrobertsspaschool.com/,post-secondary
Taylor Institute Of Cosmetology Ii,taylor institute of cosmetology ii,www.kbc.edu/,post-secondary
Cuny City College,cuny city college,www.ccny.cuny.edu/,post-secondary
Morgantown Beauty College Inc,morgantown beauty college inc,www.morgantownbeautycollege.edu/,post-secondary
Emerson College,emerson college,www.emerson.edu/,post-secondary
Lansing Community College,lansing community college,https://www.lcc.edu/,post-secondary
Monroe Community College,monroe community college,www.monroecc.edu/,post-secondary
Suny Brockport,suny brockport,https://www.brockport.edu/,post-secondary
Gadsden Technical Institute,gadsden technical institute,www.gadsdentech.org/,post-secondary
Westcliff University,westcliff university,www.westcliff.edu/,post-secondary
Four Rivers Career Center,four rivers career center,www.frcc.washington.k12.mo.us/,post-secondary
California Institute Of Medical Science,california institute of medical science,cims.edu/,post-secondary
Union Bible College,union bible college,https://ubca.org/,post-secondary
American Massage & Bodywork Institute,american massage & bodywork institute,www.ambimassageschool.com/,post-secondary
New York Seminary,new york seminary,thenyseminary.com/,post-secondary
"University Of Maryland, Baltimore","university of maryland, baltimore",www.umaryland.edu/,post-secondary
The Fab School,the fab school,thefabschool.edu/,post-secondary
Mount Wachusett Community College,mount wachusett community college,mwcc.edu/,post-secondary
Arclabs,arclabs,https://www.arclabs.edu/,post-secondary
Somerset County Technology Center,somerset county technology center,www.sctc.net/dnn/,post-secondary
Southern Virginia University,southern virginia university,www.svu.edu/,post-secondary
Suny At Albany,suny at albany,www.albany.edu/,post-secondary
Oklahoma Christian University,oklahoma christian university,www.oc.edu/,post-secondary
Kenneth Shuler School Of Cosmetology-Florence,kenneth shuler school of cosmetology-florence,www.kennethshuler.com/,post-secondary
Bob Jones University,bob jones university,www.bju.edu/,post-secondary
San Jacinto Community College,san jacinto college,www.sanjac.edu/,post-secondary
Marian Health Careers Center-Los Angeles Campus,marian health careers center-los angeles campus,www.mariancollege.edu/,post-secondary
San Jose-Evergreen Community College District,san jose-evergreen community college district,www.sjeccd.edu/,post-secondary
Reedley College,reedley college,www.reedleycollege.edu/,post-secondary
Trinity Christian College,trinity christian college,www.trnty.edu/,post-secondary
South Florida State College,south florida state college,www.southflorida.edu/,post-secondary
Sacred Heart Seminary And School Of Theology,sacred heart seminary and school of theology,www.shsst.edu/,post-secondary
Oregon Institute Of Technology,oregon institute of technology,https://www.oit.edu/,post-secondary
Sioux Falls Seminary,sioux falls seminary,www.sfseminary.edu/,post-secondary
Tennessee College Of Applied Technology-Mckenzie,tennessee college of applied technology mckenzie,www.tcatmckenzie.edu/,post-secondary
Avi Career Training,avi career training,www.avicareertraining.com/,post-secondary
California State University-San Bernardino,california state university-san bernardino,www.csusb.edu/,post-secondary
California State University San Marcos,california state university san marcos,www.csusm.edu/,post-secondary
Bridgevalley Community & Technical College,bridgevalley community & technical college,www.bridgevalley.edu/,post-secondary
Mid-Del Technology Center,mid-del technology center,www.middeltech.com/,post-secondary
California International Business University,california international business university,www.cibu.edu,post-secondary
United Theological Seminary Of The Twin Cities,united theological seminary of the twin cities,www.unitedseminary.edu/,post-secondary
Brigham Young University-Idaho,brigham young university-idaho,www.byui.edu/,post-secondary
Lake Region State College,lake region state college,www.lrsc.edu/,post-secondary
Simpson University,simpson university,www.simpsonu.edu/,post-secondary
Central Carolina Technical College,central carolina technical college,www.cctech.edu/,post-secondary
Fortis Institute-Birmingham,fortis institute birmingham,www.fortis.edu/,post-secondary
Luther Rice College & Seminary,luther rice college & seminary,www.lutherrice.edu/,post-secondary
Murray State University,murray state university,www.murraystate.edu/,post-secondary
University Of Saint Mary Of The Lake,university of saint mary of the lake,www.usml.edu/,post-secondary
Delta Beauty College,delta beauty college,deltabeautyschool.com/,post-secondary
University Of Evansville,university of evansville,www.evansville.edu/,post-secondary
Brittany Beauty Academy,brittany beauty academy,https://brittanyacademy.edu/,post-secondary
Gwinnett College-Sandy Springs,gwinnett college-sandy springs,www.gwinnettcollege.edu/,post-secondary
Prism Career Institute-West Atlantic City,prism career institute-west atlantic city,prismcareerinstitute.edu/,post-secondary
Sacramento City College,sacramento city college,https://www.scc.losrios.edu/,post-secondary
Good Samaritan College Of Nursing And Health Science,good samaritan college of nursing and health science,www.gscollege.edu/,post-secondary
Fairleigh Dickinson University-Metropolitan Campus,fairleigh dickinson university-metropolitan campus,www.fdu.edu/,post-secondary
Leon Studio One School Of Beauty Knowledge,leon studio one school of beauty knowledge,www.leonstudioone.com/school/,post-secondary
American Intercontinental University-Atlanta,american intercontinental university-atlanta,www.aiuniv.edu/online-campus/campus-locations/atlanta,post-secondary
Universidad Pentecostal Mizpa,universidad pentecostal mizpa,mizpa.edu/,post-secondary
Rudae's School Of Beauty Culture-Ft Wayne,rudae's school of beauty culture-ft wayne,www.rudaes.edu/,post-secondary
Northpoint Bible College,northpoint bible college,www.northpoint.edu/,post-secondary
Wells College,wells college,www.wells.edu/,post-secondary
Knox College,knox college,https://www.knox.edu/,post-secondary
Graceland University-Lamoni,graceland university-lamoni,www.graceland.edu/,post-secondary
Colleen O'Haras Beauty Academy,colleen o'haras beauty academy,colleenoharasbeautyacademy.edu,post-secondary
Rutgers University-Camden,rutgers university-camden,https://www.camden.rutgers.edu/,post-secondary
